url,name,price,series,marca,usos,pantalla,sistema_operativo,entrada_interfaz,fabricante_cpu
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg26_1?ie=UTF8&adId=A0935056O6S4M6SG6TIH&url=%2FOrdenador-port%25C3%25A1til-procesador-Bluetooth-Ampliable%2Fdp%2FB089FXZNT3%2Fref%3Dsr_1_627_sspa%3Fqid%3D1636390029%26s%3Dcomputers%26sr%3D1-627-spons%26psc%3D1&qualifier=1636390029&id=4300903211153576&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 Pulgadas Full HD, 8GB+128GB Ordenador portátil, Intel Cuatro núcleos procesador Laptop, Windows 10 PC, Bluetooth 4.2, Doble Banda WLAN, Memoria Ampliable","329,99&nbsp;€",,,,,,,
https://www.amazon.es/ASUS-Chromebook-Flip-C214MA-BU0410-Port%C3%A1til/dp/B08XWL3N3V/ref=sr_1_628?qid=1636390029&s=computers&sr=1-628,"ASUS Chromebook Flip C214MA-BU0410 - Portátil 11.6"" HD (Celeron N4020, 4GB RAM, 32GB eMMC, UHD Graphics 600, Chrome OS) Gris Oscuro - Teclado QWERTY español","377,55€",C214MA-BU0410,ASUS,Personal,11.6 Pulgadas,Chrome OS,Pantalla táctil,Intel
https://www.amazon.es/ASUS-TUF-Gaming-A15-FA506IU-HN278/dp/B08DNJGNG7/ref=sr_1_629?qid=1636390029&s=computers&sr=1-629,"ASUS TUF A15 FA506IU-HN278 - Ordenador portátil Gaming 15.6"" FullHD (Ryzen 7 4800H, 16GB RAM, 1TB SSD, NVIDIA GTX1660Ti-6GB, Sin sistema operativo) Negro Hoguera - Teclado QWERTY español","€949,95",TUF Gaming A15 FA506IU-HN278,ASUS,Gaming,15.6 Pulgadas,Sin Sistema Operativo,Teclado,AMD
https://www.amazon.es/GIGABYTE-GB-BMCE-4500C-Rev-Negro-N4500/dp/B09DVQ9PZ4/ref=sr_1_630?qid=1636390029&s=computers&sr=1-630,"GIGABYTE GB-BMCE-4500C (Rev. 1.0) Negro N4500 1,1 GHz","163,26€",,,,,,,
https://www.amazon.es/HP-ProDesk-405-PRO-4350G-W10P/dp/B08ZJQ5K3W/ref=sr_1_631?qid=1636390029&s=computers&sr=1-631,HP ProDesk 405 R3 PRO-4350G 8GB/256 W10P,"451,92€",,,,,,,
https://www.amazon.es/E2291-MD62001-Port%C3%A1til-Convertible-Celeron/dp/B08TB1YT3L/ref=sr_1_632?qid=1636390029&s=computers&sr=1-632,"Medion E2291 MD62001 Plata Portátil Convertible 11.6"" Táctil 360º FullHD Celeron N4020 64GB 4GB Ram Windows 10 Home","273,91€",,MEDION,,11.6 Pulgadas,Windows 10 S,Pantalla táctil,Intel
https://www.amazon.es/MSI-GT76-Titan-DT-10SFS-040FR/dp/B08DL52LCZ/ref=sr_1_633?qid=1636390029&s=computers&sr=1-633,"MSI GT76 Titan DT 10SFS-040FR i9-10900/17.3""/4X8G/1T+1/2070/W10P*0901","4.688,72€",,,,,,,
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg27_1?ie=UTF8&adId=A09214592YROM0UQ3XCQG&url=%2FKUU-Ordenador-desbloqueo-Dactilares-retroiluminado%2Fdp%2FB0969WN21P%2Fref%3Dsr_1_625_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-625-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_atf_browse,"KUU Ordenador Portátil G3Pro 15.6'', Notebook AMD Ryzen 7 4800H Processor up to 4.2GHz, 16GB RAM DDR4 512GB SSD, Windows 10 Laptop con desbloqueo de Huellas Dactilares y Teclado retroiluminado, Type C","689,99€",,KUU,,15.6 Pulgadas,Windows 10,Teclado,AMD
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg27_1?ie=UTF8&adId=A10299062P2ZRS00R2JHV&url=%2FCHUWI-HeroBook-Ordenador-Port%25C3%25A1til-Ultrabook%2Fdp%2FB083B8L7Q9%2Fref%3Dsr_1_626_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-626-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_atf_browse,"CHUWI HeroBook Pro Ordenador Portátil Ultrabook Laptop 14.1' Intel Celeron N4020 hasta 2.8 GHz, 4K 1920*1080, Windows 10, 8G RAM 256G SSD, WiFi, USB 3.0, 38Wh","339,00€",HeroBook pro,CHUWI,,14.1 Pulgadas,Windows 10,"Teclado, Botones",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg27_1?ie=UTF8&adId=A02916502N9T5C4R2742K&url=%2FOrdenadores-Port%25C3%25A1tiles-Windows-Almacenamiento-Americano%2Fdp%2FB08HMZPBCS%2Fref%3Dsr_1_627_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-627-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_atf_browse,"BMAX S13 Ordenadores Portátiles, 13.3"" Windows 10 Laptop, N4020 6GB LPDDR4 de RAM, 128GB SSD de Almacenamiento, QWERTY Diseño de Teclado Americano, BT4.2, USB 3.0, 2.4GHz/5.0GHz","254,99€",,Bmax,,13.3 Pulgadas,Windows 10,Teclado,Intel
https://www.amazon.es/MSI-GT76-Titan-DT-10SFS-040FR/dp/B08DL52LCZ/ref=sr_1_628?qid=1636390033&s=computers&sr=1-628,"MSI GT76 Titan DT 10SFS-040FR i9-10900/17.3""/4X8G/1T+1/2070/W10P*0901","4.688,72€",,,,,,,
https://www.amazon.es/Lenovo-V14-i5-1035G1-8GB-256SSD/dp/B088YM8PL3/ref=sr_1_629?qid=1636390033&s=computers&sr=1-629,"Lenovo S0227183 Ultrabook, V14 82C4000U2Sp 14"" I5-1035G1, 8 GB Ram, 256 GB Ssd, Gris","589,00€",,Lenovo,Negocio,75,Windows 10 Pro,,Intel
https://www.amazon.es/Microsoft-Surface-KJR-00003-i5-7300U-Windows/dp/B07BH8XF79/ref=sr_1_630?qid=1636390033&s=computers&sr=1-630,Microsoft Surface Pro KJR-00003 2in1 i5-7300U PCIe SSD QHD+ Windows 10 Pro + TC Rojo,"1.260,99€",3,Microsoft,,12.3 Pulgadas,Windows 10 Professional,,VIA
https://www.amazon.es/Kaspersky-Lab-KL1939S5EFS-9-KIS_2019_5DEV_1Y_Mini_BS_NOCD_ES/dp/B07GZT1LVX/ref=sr_1_631?qid=1636390033&s=computers&sr=1-631,Kaspersky Lab KIS_2019_5DEV_1Y_Mini_BS_NOCD_ES,"79,95€",,,,,,,
https://www.amazon.es/MSI-A11UEK-228XES-Port%C3%A1til-Generaci%C3%B3n-DDR4-SDRAM/dp/B09F73S67P/ref=sr_1_632?qid=1636390033&s=computers&sr=1-632,"MSI Stealth 15M A11UEK-228XES Portátil 39,6 cm (15.6"") Full HD Intel® Core? i7 de 11ma Generación 32 GB DDR4-SDRAM 1000 GB SSD NVIDIA GeForce RTX 3060 Wi-Fi 6 (802.11ax) Gris","1.907,06€","<span class=""a-truncate"" data-a-word-break=""normal"" data-a-max-rows=""3"" data-a-overflow-marker=""&amp;hellip;"" style=""line-height: 1.3em !important; max-height: 3.9em;"" data-a-recalculate=""false"" data-a-updated=""true""><span class=""a-truncate-full a-offscreen"">MSI Stealth 15M A11UEK-228XES Portátil 39,6 cm (15.6"") Full HD Intel® Core? i7 de 11ma Generación 32 GB DDR4-SDRAM 1000 GB SSD NVIDIA GeForce RTX 3060 Wi-Fi 6 (802.11ax) Gris</span><span class=""a-truncate-cut"" aria-hidden=""true"" style=""height: 3.9em;"">MSI Stealth 15M A11UEK-228XES Portátil 39,6 cm (15.6…</span></span>",,,,,,
https://www.amazon.es/inferior-ordenador-Reconstruir-Accesorios-reemplazar/dp/B08HHTNY33/ref=sr_1_633?qid=1636390033&s=computers&sr=1-633,Caja inferior del ordenador portátil Reconstruir ahorrado Accesorios Durable G50 80 ligero G50 70 G50 30 reemplazar G50 45 para Lenovo G50,"12,57€",,,,,,,
https://www.amazon.es/HP-EliteBook-850-Ordenador-Profesional/dp/B08QMMVN4M/ref=sr_1_634?qid=1636390033&s=computers&sr=1-634,"HP EliteBook 850 G7 - Ordenador portátil Profesional de 15.6"" FHD IPS (Intel Core i5-10210U, 8 GB RAM, 256 GB SSD, Intel UHD Graphics 620, Windows 10 Pro 64) Gris - Teclado QWERTY español","€938,00",10U48EA,HP,Personal,15.6 Pulgadas,Windows 10 Pro,"Teclado, Touch Pad",Intel
https://www.amazon.es/Microsoft-Surface-Book-Ordenador-convertible/dp/B087KG7MV7/ref=sr_1_635?qid=1636390033&s=computers&sr=1-635,"Microsoft Surface Book 3 - Ordenador portátil convertible 2 en 1 de 13"" Full HD (Intel Core i5-1035G7, 8 GB RAM, 256 GB SSD, Windows 10 Home) platino - Teclado QWERTY Español","1.633,97€",Surface Book 3,Microsoft,Personal,13 Pulgadas,Windows 10 Home,"Teclado, Pantalla táctil",Intel
https://www.amazon.es/HP-Elitebook-Professional-reacondicionado-Certificado/dp/B07VSZ9TSZ/ref=sr_1_636?qid=1636390033&s=computers&sr=1-636,"HP Elitebook 840 G1 de 14 Pulgadas Ultrabook PC portátil (Intel Core I7-4600U, 8 GB de RAM, 512 GB SSD WiFi, Webcam, Windows 10 Professional de 64 bits) (Reacondicionado)","€649,99",,HP,,14 Pulgadas,Windows 10 Pro,Teclado,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg27_1?ie=UTF8&adId=A046938019C9GC4JD013D&url=%2FOrdenador-port%25C3%25A1til-pulgadas-Microsoft-expansi%25C3%25B3n%2Fdp%2FB09GFT31LQ%2Fref%3Dsr_1_637_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-637-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 pulgadas, Microsoft Office 365, 4GB+64GB Laptop, Intel Celeron N3350, Portátil HD, Win 10, Wifi de doble banda, Cámara frontal HD, Apoyar la expansión de la memoria","279,99€",EZbook X3,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg27_1?ie=UTF8&adId=A00674342V8OO6NSJBHFB&url=%2FX3-Ordenador-port%25C3%25A1til-Microsoft-Teclado%2Fdp%2FB0899T5MZ4%2Fref%3Dsr_1_638_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-638-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 Pulgadas (Microsoft Office 365, 4GB+64GB, Windows 10 Laptop, Intel Celeron N3350, 2.4G/5G WiFi, HDMI, USB 3.0, Portátil HD, Memoria ampliable)-Teclado QWERTY Español","279,99€",EZbook X3,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg27_1?ie=UTF8&adId=A0469480SK4OEUE3NXZK&url=%2FPort%25C3%25A1tiles-Microsoft-Bluetooth-Compatible-expansi%25C3%25B3n%2Fdp%2FB09DNXDHSZ%2Fref%3Dsr_1_639_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-639-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_mtf_browse,"Jumper Portátiles 14 Pulgadas, Microsoft Office 365, 12GB+256GB Laptop, Intel Celeron N4020, Intel HD Graphics 600, Windows 10, Bluetooth 4.0, Compatible con expansión de Tarjeta TF de 256GB","379,99€",EZbook S5,JUMPER,Personal,14 Pulgadas,Windows 10,Teclado,Intel
https://www.amazon.es/MSI-B550-Gaming-Plus-CORELIQUID/dp/B095CL2D5N/ref=sr_1_640?qid=1636390033&s=computers&sr=1-640,MSI MPG B550 Gaming Plus + MSI mag CORELIQUID 240R,"251,88€",,,,,,,
https://www.amazon.es/HP-OMEN-15-ek1001ns-Ordenador-i7-10870H/dp/B08PFJM3JX/ref=sr_1_641?qid=1636390033&s=computers&sr=1-641,"HP OMEN 15-ek1001ns - Ordenador portátil de 15.6"" FullHD (Intel Core i7-10870H, 16GB RAM, 1T SSD, NVIDIA RTX 3070-8GB, FreeDOS ) negro - teclado QWERTY Español","1.799,99€",15-ek1001ns,HP,"Multimedia, Personal, Gaming",15 Pulgadas,DOS,Teclado,Intel
https://www.amazon.es/TOPOSH-Computadora-Bol%C3%ADgrafo-Escritura-Mano-Plateado/dp/B09F35H26G/ref=sr_1_642?qid=1636390033&s=computers&sr=1-642,"TOPOSH Laptop,Windows 10,Tableta 2 en 1 11.6 Pulgadas,Computadora Abatible de 360 Grados,8GB RAM 256GB SSD,Celeron N4120,Quad Core,2.4G/5G WiFi,Bolígrafo para Escritura Mano-Plateado","499,00€",,TOPOSH,,11.6 Pulgadas,Windows 10 Home,"Pantalla táctil/estilete, Teclado, Pantalla táctil",Intel
https://www.amazon.es/Alienware-m15-R6-Ordenador-i7-11800H/dp/B09BK1ZKS3/ref=sr_1_643?qid=1636390033&s=computers&sr=1-643,"Alienware m15 R6 - Ordenador Portátil Gaming 15.6"" FullHD (Intel Core i7-11800H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3060-6GB, Windows 10 Home), Color Negro - Teclado QWERTY Español","2.399,00€",Alienware m15 R6,Alienware,Gaming,15.6,Windows 10,Teclado,Intel
https://www.amazon.es/Lenovo-20SM007GSP-ThinkBook-15-IIL/dp/B08FCQYC3Q/ref=sr_1_644?qid=1636390033&s=computers&sr=1-644,Lenovo THINKBOOK 15-IIL CI3-1005 SYST,"540,46€",,Lenovo,,15.6 Pulgadas,Windows 10 Pro,Mouse,Intel
https://www.amazon.es/Samsung-DV3-DV5-DV6-DV7-DV8-Compaq-NW8440-Presario-Pi3560-LifeBook-T900-A530-A1130/dp/B00F2C0UM4/ref=sr_1_645?qid=1636390033&s=computers&sr=1-645,"Samsung Original SN-208 - Grabadora interna para DVD (sustituye al L633, compatible con todos los modelos de ordenador portátil con conexión SATA y ranura para unidades de disco de 12,7 mm, como HP Pavillion DV3, DV5, DV6, DV7, DV8, Compaq 6730b, 6735s, NW8440 Presario CQ60) 62, Fujitsu Amilo Pi3560 Lifebook T900 A530 A1130, Toshiba Tecra M10-1D7 Satellite C660 L650D, Acer Aspire 5930G 6930G 5530G 7750G, Samsung R560 R525 Eikee NP-R780-JS03ADE ura Q320. Q210, Dell Inspiron 1545 1750, Sony Vaio VPC-CW2S1E/L VPC-EB3Z1E/BQ VPC-EB4X1E/BQ VGN-BZ26M VPC-F11Z1/E VPC-EB1S1E/BJ etc.","€28,49",,,,,,,
https://www.amazon.es/Dell-PORTATIL-VOSTRO-I5-1135G7-512GBSSD/dp/B08TX36GGM/ref=sr_1_646?qid=1636390033&s=computers&sr=1-646,Dell PORTATIL VOSTRO 3400 I5-1135G7 8GB 512GBSSD 14 FHD W10P Black,"719,99€",,,,,,,
https://www.amazon.es/Microsoft-SUA-00004-Surface-GO2-SYST/dp/B08JZJ3TDR/ref=sr_1_647?qid=1636390033&s=computers&sr=1-647,Surface GO2 M/8/128 SYST,"866,99€",,,,,,,
https://www.amazon.es/V7-IDEAPAD-L16M2PB2-L16C2PB2-L16L2PB2/dp/B08DP55SFF/ref=sr_1_648?qid=1636390033&s=computers&sr=1-648,V7 Bat Lenovo IDEAPAD 320-15 L16M2PB2 L16C2PB2 L16L2PB2 2CELL,"88,10€",,,,,,,
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg27_1?ie=UTF8&adId=A06826571V2GLRDPT39EO&url=%2FTECLAST-Tbolt-20-Pro-Ultradelgado%2Fdp%2FB09DJVZSD9%2Fref%3Dsr_1_649_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-649-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_mtf_browse,"TECLAST Tbolt 20 Pro Ordenador Portátil 15.6” Intel Core i5-8259U, 8GB RAM 256GB SSD 3.8GHz, Notebook Laptop Ultradelgado Window 10, 55005mWh Batería Grande, 5GHz WiFi+ Bluetooth+USB 3.0+Micro SD","599,99€",,TECLAST,,15.6 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg27_1?ie=UTF8&adId=A05745782SH23J5S6Z2EH&url=%2FTECLAST-F15S-Ordenador-Expandible-1920%25C3%25971080%2Fdp%2FB08ZMRZMDX%2Fref%3Dsr_1_650_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-650-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_mtf_browse,"TECLAST F15S Ordenador Portátil 15.6” Notebook Laptop 6GB RAM 128GB ROM (Más de 1TB Expandible), FHD 1920×1080, 2.40GHz Intel Celeron J3455, Window 10, 38000mWh Batería, 5G WiFi+Bluetooth+USB 3.0","289,99€",,TECLAST,,15.6 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg27_1?ie=UTF8&adId=A0935056O6S4M6SG6TIH&url=%2FOrdenador-port%25C3%25A1til-procesador-Bluetooth-Ampliable%2Fdp%2FB089FXZNT3%2Fref%3Dsr_1_651_sspa%3Fqid%3D1636390033%26s%3Dcomputers%26sr%3D1-651-spons%26psc%3D1&qualifier=1636390033&id=8605815211868611&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 Pulgadas Full HD, 8GB+128GB Ordenador portátil, Intel Cuatro núcleos procesador Laptop, Windows 10 PC, Bluetooth 4.2, Doble Banda WLAN, Memoria Ampliable","329,99€",EZbook X3 8128,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/HP-14Z97EA-i5-1035G1-256SSD-15-6/dp/B08CZ73TTY/ref=sr_1_652?qid=1636390033&s=computers&sr=1-652,"PORTATIL HP 250 G7 14Z97EA Intel Core i5-1035G1/ 8GB/ 256GB SSD/ 15.6""/ Win10","€491,22",,HP,,15.6 Pulgadas,Windows 10 Home,Micrófono,Intel
https://www.amazon.es/ASUS-K540UB-GQ066T-Ordenador-port%C3%A1til-i5-7200U/dp/B07DWX8ZHT/ref=sr_1_653?qid=1636390033&s=computers&sr=1-653,"ASUS K540UB-GQ066T - Ordenador portátil HD de 15.6"" (Intel Core i5-7200U, 8 GB RAM, 1 TB HDD, GeForce MX110, Windows 10) Gris Oscuro - Teclado QWERTY Español","649,00€",,ASUS,,15.6 Pulgadas,Windows 10,Teclado,Intel
https://www.amazon.es/Home-Alone-Soundtrack-John-Williams/dp/B014T15OME/ref=sr_1_654?qid=1636390033&s=computers&sr=1-654,Home Alone,"19,15€",,,,,,,
https://www.amazon.es/ASUS-ROG-G513QM-HF047-Port%C3%A1til-Operativo/dp/B0987VNTG5/ref=sr_1_655?qid=1636390033&s=computers&sr=1-655,"ASUS ROG G513QM-HF047 - Portátil Gaming de 15.6"" Full HD 300Hz (Ryzen 7 5800H, 16GB RAM, 1TB SSD, GeForce RTX 3060 6GB, Sin Sistema Operativo) Negro - Teclado QWERTY español","1.736,45€",G513QM-HF047,ASUS,Gaming,15.6 Pulgadas,DOS,Teclado,AMD
https://www.amazon.es/MSI-GS66-Stealth-11UH-072ES-RTX3080-16GB/dp/B095BPB2SR/ref=sr_1_656?qid=1636390033&s=computers&sr=1-656,"MSI GS66 Stealth 11UH-072ES -- Ordenador portátil de 15.6"" QHD (Intel Core i7-11800H, 32GB de RAM, 1TB SSD, Nvidia RTX3080-16GB, Windows 10) Negro - Teclado QWERTY Español","3.199,99€",GS66 Stealth,MSI,Gaming,15.6 Pulgadas,Windows 10 Home,Pantalla táctil/estilete,Intel
https://www.amazon.es/MSI-H410I-WiFi-Mini-ITX-LGA1200/dp/B08PZ7NWKG/ref=sr_1_657?qid=1636390033&s=computers&sr=1-657,"MSI H410I Pro WiFi (Mini-ITX, LGA1200, H410, M.2 Port, PCIe 3.0 x 4, NVMe)","€152,04",H410I PRO WIFI,MSI,,,,,
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg28_1?ie=UTF8&adId=A09214592YROM0UQ3XCQG&url=%2FKUU-Ordenador-desbloqueo-Dactilares-retroiluminado%2Fdp%2FB0969WN21P%2Fref%3Dsr_1_649_sspa%3Fqid%3D1636390036%26s%3Dcomputers%26sr%3D1-649-spons%26psc%3D1&qualifier=1636390036&id=430059298878811&widgetName=sp_atf_browse,"KUU Ordenador Portátil G3Pro 15.6'', Notebook AMD Ryzen 7 4800H Processor up to 4.2GHz, 16GB RAM DDR4 512GB SSD, Windows 10 Laptop con desbloqueo de Huellas Dactilares y Teclado retroiluminado, Type C","689,99€",,KUU,,15.6 Pulgadas,Windows 10,Teclado,AMD
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg28_1?ie=UTF8&adId=A10299062P2ZRS00R2JHV&url=%2FCHUWI-HeroBook-Ordenador-Port%25C3%25A1til-Ultrabook%2Fdp%2FB083B8L7Q9%2Fref%3Dsr_1_650_sspa%3Fqid%3D1636390036%26s%3Dcomputers%26sr%3D1-650-spons%26psc%3D1&qualifier=1636390036&id=430059298878811&widgetName=sp_atf_browse,"CHUWI HeroBook Pro Ordenador Portátil Ultrabook Laptop 14.1' Intel Celeron N4020 hasta 2.8 GHz, 4K 1920*1080, Windows 10, 8G RAM 256G SSD, WiFi, USB 3.0, 38Wh","339,00€",HeroBook pro,CHUWI,,14.1 Pulgadas,Windows 10,"Teclado, Botones",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg28_1?ie=UTF8&adId=A00891921S4LQX1C2GZM&url=%2FCHUWI-CoreBook-Ordenador-Portatil-Ultrabook%2Fdp%2FB08SK63434%2Fref%3Dsr_1_651_sspa%3Fqid%3D1636390036%26s%3Dcomputers%26smid%3DAS9E0MT5ZN0A0%26sr%3D1-651-spons%26psc%3D1&qualifier=1636390036&id=430059298878811&widgetName=sp_atf_browse,"CHUWI CoreBook X Ordenador Portatil Ultrabook 14 Pulgadas Laptop Windows 10 Intel Core i5-8259U MAX hasta 3,8 GHz 8GB RAM+512GB SSD 2160*1440 Wi-Fi BT4.2 Type-C PD2.0 46.2Wh","492,15€",CoreBook X,CHUWI,Gaming,14 Pulgadas,Windows 10 Home,"Teclado, Botones",Intel
https://www.amazon.es/Acer-TravelMate-P614-51-G2-790A-Port%C3%A1til-Generaci%C3%B3n/dp/B08GPJFS4Z/ref=sr_1_652?qid=1636390036&s=computers&sr=1-652,TMP614-51-G2 14/CI710510U/16GB/512GSSD/W10PRO,"1.071,71€",No aplica,Acer,Multimedia,75,Windows 10 Pro,,Intel
https://www.amazon.es/LG-17Z90N-V-AA77G-Ordenador-Generaci%C3%B3n-DDR4-SDRAM/dp/B087N1Q7L5/ref=sr_1_653?qid=1636390036&s=computers&sr=1-653,"LG gram 17Z90N-V.AA77G - 43,18 cm (17"") - Core i7 1065G7 - 16 GB RAM - 1 TB SSD","2.085,00€",,LG,,17 Pulgadas,Windows 10 Home,Teclado numérico,Intel
https://www.amazon.es/Apple-MacBook-Retina-Rubber-Bottom/dp/B084TC5PY8/ref=sr_1_654?qid=1636390036&s=computers&sr=1-654,Apple MacBook Pro Retina 13'' 15'' A1398 A1425 A1502 Rubber Base Bottom Cover Feet,"4,09€",,,,,,,
https://www.amazon.es/Lenovo-V300-Windows-inal%C3%A1mbrico-port%C3%A1til/dp/B07THYDSK6/ref=sr_1_655?qid=1636390036&s=computers&sr=1-655,"Lenovo V17 Portátil de 17,3"" FHD, Intel Core i3 1005G1 - 20GB RAM, 1000GB SSD, USB 3, Windows 10 Pro, ratón inalámbrico, funda para portátil","952,99€",Lenovo V17,Lenovo,"Multimedia, Personal., Negocios.",17.3 Pulgadas,Windows 10 Pro,Teclado,Intel
https://www.amazon.es/NOTEBOOK-LENOVO-ESSENTIAL-V15-ADA-82C7007SIX/dp/B093HHRML7/ref=sr_1_656?qid=1636390036&s=computers&sr=1-656,NOTEBOOK LENOVO ESSENTIAL V15-ADA 82C7007SIX,"420,00€",,Lenovo,,15.6 Pulgadas,Windows 10 Home,,AMD
https://www.amazon.es/Lenovo-THINKBOOK-Yoga-I5-1135G7-512GB/dp/B08LSMNP4N/ref=sr_1_657?qid=1636390036&s=computers&sr=1-657,Lenovo THINKBOOK 14S Yoga I5-1135G7 512GB 8GB 14IN NOOD W10H FR,"749,00€",,Lenovo,,14 Pulgadas,Windows 10,Pantalla táctil/estilete,
https://www.amazon.es/ASUS-F515EA-EJ286T-Port%C3%A1til-i5-1135G7-Transparente/dp/B08CGWJRSZ/ref=sr_1_658?qid=1636390036&s=computers&sr=1-658,"ASUS F515EA-EJ286T - Portátil 15.6"" Full HD (Core i5-1135G7, 8GB RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home) Plata Transparente - Teclado QWERTY español","699,41€",F515EA-EJ286T,ASUS,Personal,15.6 Pulgadas,Windows 10 Home,Pantalla táctil,Intel
https://www.amazon.es/Lenovo-Yoga-530-14ARR-Port%C3%A1til-Convertible/dp/B07FXFKVGT/ref=sr_1_659?qid=1636390036&s=computers&sr=1-659,"Lenovo Yoga 530-14ARR - Portátil táctil Convertible 14"" FullHD (Intel Core i7-8550U, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 10) Gris - Teclado QWERTY Español","655,00€",530,Lenovo,"Empresa, Personal",14 Pulgadas,Windows 10 Home,"Teclado, Pantalla táctil",Intel
https://www.amazon.es/Lenovo-2-60GHz-Professional-Certified-Refurbished/dp/B01C6WNH3Q/ref=sr_1_660?qid=1636390036&s=computers&sr=1-660,"Lenovo X230 (12 pulgadas Laptop) [Intel Core i5 3320M 2.60GHz, 8GB Memory, 256GB SSD,with Windows 10 Professional (Reacondicionado)","€299,00",,Lenovo,,12 Pulgadas,Windows 10 Pro,,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg28_1?ie=UTF8&adId=A046938019C9GC4JD013D&url=%2FOrdenador-port%25C3%25A1til-pulgadas-Microsoft-expansi%25C3%25B3n%2Fdp%2FB09GFT31LQ%2Fref%3Dsr_1_661_sspa%3Fqid%3D1636390036%26s%3Dcomputers%26sr%3D1-661-spons%26psc%3D1&qualifier=1636390036&id=430059298878811&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 pulgadas, Microsoft Office 365, 4GB+64GB Laptop, Intel Celeron N3350, Portátil HD, Win 10, Wifi de doble banda, Cámara frontal HD, Apoyar la expansión de la memoria","279,99€",EZbook X3,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
